id,name,county,state,countyFips,lat,lng,confidence,sourceDate,jurisdictionId,jurisdictionName,vendor,product,status,executedDate,initialTermMonths,renewalType,expansionRenewalType,cameraCountInitial,cameraCountCurrent,annualCost,totalContractYear1,expansionDate,expansionCamerasAdded,expansionAnnualCost,footageRetentionDays,signedBy,expansionSignedBy,networkQueriesLatestMonth,partnerAgenciesLatestMonth,outsideAgencySharePct,networkQueryTopReason,inHouseQueriesMostRecentMonth,inHouseQueriesPeriod,contractDocUrl,expansionDocUrl,requestId,requestUrl,releasedDate,statusDate,statusSourceUrl
vendor-contract-university-of-minnesota-police-flock-2023,University of Minnesota Police — Flock Safety contract,Hennepin County,MN,27053,44.9739229997603,-93.2309923001113,confirmed,2023-01-25,agency-jurisdiction-university-of-minnesota-police,University of Minnesota Police,Flock Group Inc. (Flock Safety),Flock Safety LPR (Falcon) automated licence plate readers,Active,2023-01-25,24,Renews only by mutual written agreement (2023 base contract),Auto-renews annually unless either party gives 30 days’ notice of non-renewal,10,15,25000,53500,2025-12-02,5,15000,30,"Elaine Kelash, Category Manager/Contracts Specialist (Univ. of Minnesota); Mark Smith, General Counsel (Flock Group Inc.)","Capt. Randy Mahlen (UMPD); Dan Haley, Legal Officer/Chief (Flock Group Inc.)",8753,77,98,Motor Vehicle Theft/Stolen,393,2026-06-02 – 2026-07-02,/data/docs/umpd-flock-2026/flock-services-agreement-2023-01-25.pdf,/data/docs/umpd-flock-2026/flock-order-expansion-2025-12-02.pdf,MuckRock #26-978,https://www.muckrock.com/foi/minneapolis-1607/flock-safety-contract-information-communication-records-and-access-logs-university-of-minnesota-police-department-212163/,2026-07-09,,
vendor-contract-columbia-heights-police-flock-2026,Columbia Heights Police — Flock Safety contract,Anoka County,MN,27003,45.0396931270145,-93.2578651601889,confirmed,2026-06-08,agency-jurisdiction-columbia-heights-police,Columbia Heights Police,Flock Group Inc. (Flock Safety),,Terminated,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-08,https://www.columbiaheightsmn.gov/police/flock.php
vendor-contract-west-saint-paul-police-flock-2026,West St. Paul Police — Flock Safety contract,Dakota County,MN,27037,44.8969541999452,-93.0844408015036,reported,2026-08-11,agency-jurisdiction-west-saint-paul-police,West Saint Paul Police,Flock Group Inc. (Flock Safety),,Reported ended,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11,https://www.kare11.com/article/news/local/west-st-paul-suspends-contract-flock-safety/89-5f230761-b0ca-44fc-b829-9d5bedcc9eea
vendor-contract-isanti-county-sheriff-flock-2026,Isanti County Sheriff — Flock Safety contract,Isanti County,MN,27059,45.5506589988537,-93.2309330319638,reported,2026-08-11,agency-jurisdiction-isanti-county-sheriff,Isanti County Sheriff,Flock Group Inc. (Flock Safety),,Reported ended,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-11,https://www.facebook.com/IsantiMNsheriff/posts/pfbid021XXD1UjKSLF7MJXNeEP8b7L2ktU6MkL8ZyBvuZsXDUZVf45RkhYyUui8JtSqzJrYl
vendor-contract-duluth-police-flock-2026,Duluth Police — Flock Safety contract,St. Louis County,MN,27137,46.8178539080877,-92.1291600223498,reported,2026-08-03,,Duluth Police,Flock Group Inc. (Flock Safety),,Reported ended,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-03,https://www.duluthnewstribune.com/news/local/duluth-police-explain-decision-to-end-flock-contract
vendor-contract-sherburne-county-sheriff-flock-2026,Sherburne County Sheriff — Flock Safety contract,Sherburne County,MN,27141,45.3042457998426,-93.6192100999956,reported,2026-08-12,agency-jurisdiction-sherburne-county-sheriff,Sherburne County Sheriff,Flock Group Inc. (Flock Safety),,Reported ended,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-12,https://www.wctrib.com/news/local/sherburne-county-ends-use-of-flock-cameras
vendor-contract-north-branch-police-flock-2026,North Branch Police — Flock Safety contract,Chisago County,MN,27025,45.5128853003075,-92.9784069999125,reported,2026-08-05,agency-jurisdiction-north-branch-police,North Branch Police,Flock Group Inc. (Flock Safety),,Reported ended,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-05,https://www.isanti-chisagocountystar.com/news/north-branch-pauses-flock-camera-installation/article_446102b0-3c16-415e-8f13-75d84811c6eb.html
vendor-contract-brooklyn-park-police-flock-2024,Brooklyn Park Police — Flock Safety contract,Hennepin County,MN,27053,45.1098844998366,-93.3497281998698,reported,2025-12-31,agency-jurisdiction-brooklyn-park-police,Brooklyn Park Police,Flock Group Inc. (Flock Safety),,Reported ended,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-31,https://kstp.com/kstp-news/top-news/roadside-cameras-going-dark-another-department-makes-changes-to-program-over-accountability-concerns/
vendor-contract-winona-police-flock-2026,Winona Police — Flock Safety contract,Winona County,MN,27169,44.0530399499985,-91.6413612199969,confirmed,2026-08-12,,Winona Police,Flock Group Inc. (Flock Safety),,Not renewed,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-12,https://www.winonamn.gov/m/newsflash/Home/Detail/395
