id,name,county,state,countyFips,lat,lng,confidence,sourceDate,operator,operatorType,manufacturer,cameraType,direction,zone,surveillance,osmId,osmUrl,crossSourceSiteId,crossSourceCount,crossSourceMeters,crossSourceThresholdM,crossSourceContested,crossSourceAnchorAmbiguous,crossSourceAgencyName
alpr-osm-33331297,ALPR camera — (Edina Police),Hennepin County,MN,27053,44.908913,-93.339218,probabilistic,,(Edina Police),Police department,Flock Safety,fixed,0,traffic,public,33331297,https://www.openstreetmap.org/node/33331297,,0,,50,false,false,
alpr-osm-1685994889,ALPR camera,Beltrami County,MN,27007,47.4343337,-94.8690924,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,public,1685994889,https://www.openstreetmap.org/node/1685994889,,0,,50,false,false,
alpr-osm-4011704792,ALPR camera,Ramsey County,MN,27123,45.0958797,-93.2188681,probabilistic,,,Not recorded,Flock Safety,fixed,340,traffic,traffic,4011704792,https://www.openstreetmap.org/node/4011704792,cross-alpr-reported-mounds-view-police-department-silver-lake-road-at-woodcrest-drive-northbound,1,33,50,false,false,Mounds View Police Department
alpr-osm-4184747855,ALPR camera — St louis park PD,Hennepin County,MN,27053,44.9675125,-93.3517561,probabilistic,,St louis park PD,Police department,Flock Safety,fixed,180,,traffic,4184747855,https://www.openstreetmap.org/node/4184747855,,0,,50,false,false,
alpr-osm-5903676347,ALPR camera,Hennepin County,MN,27053,45.1075494,-93.3903872,probabilistic,,,Not recorded,Flock Safety,fixed,141,traffic,public,5903676347,https://www.openstreetmap.org/node/5903676347,,0,,50,false,false,
alpr-osm-8577448251,ALPR camera,Steele County,MN,27147,44.0952781,-93.2475702,probabilistic,,,Not recorded,Flock Safety,fixed,270,traffic,public,8577448251,https://www.openstreetmap.org/node/8577448251,,0,,50,false,false,
alpr-osm-8577448262,ALPR camera,Steele County,MN,27147,44.0948174,-93.2411994,probabilistic,,,Not recorded,Flock Safety,fixed,54,traffic,public,8577448262,https://www.openstreetmap.org/node/8577448262,,0,,50,false,false,
alpr-osm-10118113557,ALPR camera,Becker County,MN,27005,46.8188776,-95.8531688,probabilistic,,,Not recorded,,,180,residential,private,10118113557,https://www.openstreetmap.org/node/10118113557,,0,,50,false,false,
alpr-osm-12335591443,ALPR camera — Eagan,Dakota County,MN,27037,44.7900944,-93.2194531,probabilistic,,Eagan,Other or unclassified,,fixed,60,traffic,traffic,12335591443,https://www.openstreetmap.org/node/12335591443,,0,,50,false,false,
alpr-osm-12336223737,ALPR camera — Stillwater Police Department,Washington County,MN,27163,45.0532652,-92.8032164,probabilistic,,Stillwater Police Department,Police department,,fixed,195,traffic,traffic,12336223737,https://www.openstreetmap.org/node/12336223737,,0,,50,false,false,
alpr-osm-12337393374,ALPR camera — Eagan,Dakota County,MN,27037,44.7902553,-93.2047251,probabilistic,,Eagan,Other or unclassified,,fixed,240,traffic,traffic,12337393374,https://www.openstreetmap.org/node/12337393374,,0,,50,false,false,
alpr-osm-12337965797,ALPR camera — University of Minnesota Police Department,Hennepin County,MN,27053,44.9747728,-93.2247682,probabilistic,,University of Minnesota Police Department,Police department,Flock Safety,fixed,155,traffic,public,12337965797,https://www.openstreetmap.org/node/12337965797,,0,,50,false,false,
alpr-osm-12338315750,ALPR camera,Washington County,MN,27163,44.9450356,-92.9039987,probabilistic,,,Not recorded,,fixed,260,traffic,traffic,12338315750,https://www.openstreetmap.org/node/12338315750,,0,,50,false,false,
alpr-osm-12338315751,ALPR camera,Washington County,MN,27163,44.9447464,-92.9028513,probabilistic,,,Not recorded,,fixed,80,traffic,traffic,12338315751,https://www.openstreetmap.org/node/12338315751,cross-alpr-reported-woodbury-police-department-hudson-road-at-woodbury-drive-eastbound,1,40,50,false,false,Woodbury Police Department
alpr-osm-12338315752,ALPR camera — Flock Safety,Washington County,MN,27163,44.9416068,-92.9345482,probabilistic,,Flock Safety,Vendor-operated (Flock),,fixed,260,traffic,traffic,12338315752,https://www.openstreetmap.org/node/12338315752,,0,,50,false,false,
alpr-osm-12338315753,ALPR camera — Flock Safety,Washington County,MN,27163,44.9251755,-92.9626198,probabilistic,,Flock Safety,Vendor-operated (Flock),,fixed,25,traffic,traffic,12338315753,https://www.openstreetmap.org/node/12338315753,,0,,50,false,false,
alpr-osm-12338315754,ALPR camera,Washington County,MN,27163,44.9418186,-92.9038545,probabilistic,,,Not recorded,,fixed,260,traffic,traffic,12338315754,https://www.openstreetmap.org/node/12338315754,cross-alpr-reported-woodbury-police-department-commerce-drive-at-woodbury-drive,1,36,50,false,false,Woodbury Police Department
alpr-osm-12338315755,ALPR camera,Washington County,MN,27163,44.9481677,-92.9315286,probabilistic,,,Not recorded,,fixed,70,traffic,traffic,12338315755,https://www.openstreetmap.org/node/12338315755,,0,,50,false,false,
alpr-osm-12338315756,ALPR camera — Flock Safety,Washington County,MN,27163,44.924731,-92.9594085,probabilistic,,Flock Safety,Vendor-operated (Flock),,fixed,330,traffic,traffic,12338315756,https://www.openstreetmap.org/node/12338315756,cross-alpr-reported-woodbury-police-department-queens-drive-at-valley-creek-road,1,30,50,false,false,Woodbury Police Department
alpr-osm-12338315757,ALPR camera — Flock Safety,Washington County,MN,27163,44.9255202,-92.965938,probabilistic,,Flock Safety,Vendor-operated (Flock),,fixed,355,traffic,traffic,12338315757,https://www.openstreetmap.org/node/12338315757,cross-alpr-reported-woodbury-police-department-woodlane-drive-at-valley-creek-road,1,29,50,false,false,Woodbury Police Department
alpr-osm-12338315758,ALPR camera,Washington County,MN,27163,44.9452923,-92.8995976,probabilistic,,,Not recorded,Flock Safety,fixed,15,traffic,public,12338315758,https://www.openstreetmap.org/node/12338315758,,0,,50,false,false,
alpr-osm-12338315759,ALPR camera — Flock Safety,Washington County,MN,27163,44.9413461,-92.9334245,probabilistic,,Flock Safety,Vendor-operated (Flock),,fixed,80,traffic,traffic,12338315759,https://www.openstreetmap.org/node/12338315759,,0,,50,false,false,
alpr-osm-12345076316,ALPR camera — Eagan,Dakota County,MN,27037,44.8046079,-93.1944414,probabilistic,,Eagan,Other or unclassified,,fixed,240,traffic,traffic,12345076316,https://www.openstreetmap.org/node/12345076316,,0,,50,false,false,
alpr-osm-12345076317,ALPR camera — Eagan,Dakota County,MN,27037,44.8270752,-93.1667537,probabilistic,,Eagan,Other or unclassified,,fixed,60,traffic,traffic,12345076317,https://www.openstreetmap.org/node/12345076317,cross-alpr-reported-eagan-police-department-duckwood-drive-at-pilot-knob-road-eastbound,1,43,50,false,false,Eagan Police Department
alpr-osm-12345076318,ALPR camera — Eagan,Dakota County,MN,27037,44.8481113,-93.1568516,probabilistic,,Eagan,Other or unclassified,,fixed,240,traffic,traffic,12345076318,https://www.openstreetmap.org/node/12345076318,,0,,50,false,false,
alpr-osm-12345076319,ALPR camera — Eagan,Dakota County,MN,27037,44.8116642,-93.2178193,probabilistic,,Eagan,Other or unclassified,,fixed,330,traffic,traffic,12345076319,https://www.openstreetmap.org/node/12345076319,cross-alpr-reported-eagan-police-department-cedar-grove-parkway-at-nicols-road,1,50,50,false,false,Eagan Police Department
alpr-osm-12346208823,ALPR camera — Flock Safety,Washington County,MN,27163,44.9375926,-92.9377968,probabilistic,,Flock Safety,Vendor-operated (Flock),,fixed,350,traffic,traffic,12346208823,https://www.openstreetmap.org/node/12346208823,cross-alpr-reported-woodbury-police-department-tamarack-village-at-tamarack-road,1,36,50,false,false,Woodbury Police Department
alpr-osm-12346226406,ALPR camera — Flock Safety,Washington County,MN,27163,44.9358656,-92.9647569,probabilistic,,Flock Safety,Vendor-operated (Flock),,fixed,150,traffic,traffic,12346226406,https://www.openstreetmap.org/node/12346226406,,0,,50,false,false,
alpr-osm-12349134101,ALPR camera — Flock Safety,Dakota County,MN,27037,44.8333091,-93.1598993,probabilistic,,Flock Safety,Vendor-operated (Flock),,fixed,135,traffic,traffic,12349134101,https://www.openstreetmap.org/node/12349134101,cross-alpr-reported-eagan-police-department-denmark-avenue-at-yankee-doodle-road-southbound,1,30,50,false,false,Eagan Police Department
alpr-osm-12366492318,ALPR camera,Hennepin County,MN,27053,44.9837709,-93.2314753,probabilistic,,,Not recorded,Flock Safety,fixed,45,traffic,public,12366492318,https://www.openstreetmap.org/node/12366492318,,0,,50,false,false,
alpr-osm-12377347836,ALPR camera,Hennepin County,MN,27053,44.9700555,-93.2230483,probabilistic,,,Not recorded,Flock Safety,fixed,155,traffic,public,12377347836,https://www.openstreetmap.org/node/12377347836,,0,,50,false,false,
alpr-osm-12484693623,ALPR camera,Scott County,MN,27139,44.6116631,-93.7686286,probabilistic,,,Not recorded,Flock Safety,fixed,260,traffic,public,12484693623,https://www.openstreetmap.org/node/12484693623,cross-alpr-reported-belle-plaine-police-department-enterprise-drive-west-and-meridian-street-south,1,38,50,false,false,Belle Plaine Police Department
alpr-osm-12484696470,ALPR camera,Scott County,MN,27139,44.6119316,-93.7666542,probabilistic,,,Not recorded,Flock Safety,fixed,5,traffic,public,12484696470,https://www.openstreetmap.org/node/12484696470,,0,,50,false,false,
alpr-osm-12484696471,ALPR camera,Scott County,MN,27139,44.6104923,-93.7598854,probabilistic,,,Not recorded,Flock Safety,fixed,260,traffic,public,12484696471,https://www.openstreetmap.org/node/12484696471,cross-alpr-reported-belle-plaine-police-department-orchard-street-east-and-ash-street-south,1,19,50,false,false,Belle Plaine Police Department
alpr-osm-12484696472,ALPR camera,Scott County,MN,27139,44.6210222,-93.743259,probabilistic,,,Not recorded,Flock Safety,fixed,260,traffic,public,12484696472,https://www.openstreetmap.org/node/12484696472,,0,,50,false,false,
alpr-osm-12484696473,ALPR camera,Scott County,MN,27139,44.6157409,-93.7690586,probabilistic,,,Not recorded,Flock Safety,fixed,235,traffic,public,12484696473,https://www.openstreetmap.org/node/12484696473,,0,,50,false,false,
alpr-osm-12485295270,ALPR camera,St. Louis County,MN,27137,47.0694624,-92.5989162,probabilistic,,,Not recorded,Flock Safety,fixed,170,traffic,public,12485295270,https://www.openstreetmap.org/node/12485295270,,0,,50,false,false,
alpr-osm-12485295276,ALPR camera — St. Louis County Sheriff's Department,St. Louis County,MN,27137,47.685596,-92.1984649,probabilistic,,St. Louis County Sheriff's Department,County sheriff,Flock Safety,fixed,180,traffic,public,12485295276,https://www.openstreetmap.org/node/12485295276,,0,,50,false,false,
alpr-osm-12485295277,ALPR camera — St. Louis County Sheriff's Department,St. Louis County,MN,27137,47.3720926,-92.2638815,probabilistic,,St. Louis County Sheriff's Department,County sheriff,Flock Safety,fixed,330,traffic,public,12485295277,https://www.openstreetmap.org/node/12485295277,,0,,50,false,false,
alpr-osm-12564359404,ALPR camera — Flock Safety,Ramsey County,MN,27123,44.9482789,-93.1944739,probabilistic,,Flock Safety,Vendor-operated (Flock),,,65,,,12564359404,https://www.openstreetmap.org/node/12564359404,,0,,50,false,false,
alpr-osm-12581547504,ALPR camera,Hennepin County,MN,27053,44.9874767,-93.2305263,probabilistic,,,Not recorded,Flock Safety,fixed,150,traffic,public,12581547504,https://www.openstreetmap.org/node/12581547504,,0,,50,false,false,
alpr-osm-12597231689,ALPR camera,Hennepin County,MN,27053,45.1349864,-93.374536,probabilistic,,,Not recorded,Flock Safety,fixed,50,traffic,public,12597231689,https://www.openstreetmap.org/node/12597231689,,0,,50,false,false,
alpr-osm-12621231258,ALPR camera — University of Minnesota Police Department,Hennepin County,MN,27053,44.9722082,-93.2440999,probabilistic,,University of Minnesota Police Department,Police department,Flock Safety,fixed,50,traffic,public,12621231258,https://www.openstreetmap.org/node/12621231258,,0,,50,false,false,
alpr-osm-12629284500,ALPR camera — Flock Safety,Ramsey County,MN,27123,45.0060407,-93.165017,probabilistic,,Flock Safety,Vendor-operated (Flock),,,159,,,12629284500,https://www.openstreetmap.org/node/12629284500,,0,,50,false,false,
alpr-osm-12629683482,"ALPR camera — Richfield, MN PD",Hennepin County,MN,27053,44.8628834,-93.2680323,probabilistic,,"Richfield, MN PD",Police department,Flock Safety,fixed,340,traffic,public,12629683482,https://www.openstreetmap.org/node/12629683482,,0,,50,false,false,
alpr-osm-12629697841,"ALPR camera — Minneapolis, MN PD",Hennepin County,MN,27053,44.9811305,-93.2724937,probabilistic,,"Minneapolis, MN PD",Police department,Motorola Solutions,fixed,135,traffic,public,12629697841,https://www.openstreetmap.org/node/12629697841,,0,,50,false,false,
alpr-osm-12634104472,ALPR camera — Flock Safety,Ramsey County,MN,27123,45.0059851,-93.1632874,probabilistic,,Flock Safety,Vendor-operated (Flock),,,159,,,12634104472,https://www.openstreetmap.org/node/12634104472,,0,,50,false,false,
alpr-osm-12634104473,ALPR camera — Flock Safety,Ramsey County,MN,27123,45.0060578,-93.1623692,probabilistic,,Flock Safety,Vendor-operated (Flock),,,159,,,12634104473,https://www.openstreetmap.org/node/12634104473,,0,,50,false,false,
alpr-osm-12634104474,ALPR camera — Flock Safety,Ramsey County,MN,27123,45.0032167,-93.1654501,probabilistic,,Flock Safety,Vendor-operated (Flock),,,45,,,12634104474,https://www.openstreetmap.org/node/12634104474,,0,,50,false,false,
alpr-osm-12648860401,ALPR camera — Faribault Police Department,Rice County,MN,27131,44.2796513,-93.2958926,probabilistic,,Faribault Police Department,Police department,Flock Safety,fixed,360,traffic,public,12648860401,https://www.openstreetmap.org/node/12648860401,,0,,50,false,false,
alpr-osm-12650851813,ALPR camera — Faribault Police Department,Rice County,MN,27131,44.3097803,-93.2726013,probabilistic,,Faribault Police Department,Police department,Flock Safety,fixed,140,traffic,public,12650851813,https://www.openstreetmap.org/node/12650851813,,0,,50,false,false,
alpr-osm-12650862954,ALPR camera — Faribault Police Department,Rice County,MN,27131,44.2776093,-93.2729891,probabilistic,,Faribault Police Department,Police department,Flock Safety,fixed,320,traffic,public,12650862954,https://www.openstreetmap.org/node/12650862954,,0,,50,false,false,
alpr-osm-12650870613,ALPR camera — Faribault Police Department,Rice County,MN,27131,44.2936152,-93.3030709,probabilistic,,Faribault Police Department,Police department,Flock Safety,fixed,145,traffic,public,12650870613,https://www.openstreetmap.org/node/12650870613,,0,,50,false,false,
alpr-osm-12671180634,ALPR camera — Flock Safety,Washington County,MN,27163,45.0398836,-92.8424974,probabilistic,,Flock Safety,Vendor-operated (Flock),Flock Safety,,10,,,12671180634,https://www.openstreetmap.org/node/12671180634,cross-alpr-reported-stillwater-police-department-stillwater-boulevard-at-curve-crest-boulevard,1,32,50,false,false,Stillwater Police Department
alpr-osm-12671180635,ALPR camera — Flock Safety,Washington County,MN,27163,45.0392877,-92.8436103,probabilistic,,Flock Safety,Vendor-operated (Flock),Flock Safety,,180,,,12671180635,https://www.openstreetmap.org/node/12671180635,,0,,50,false,false,
alpr-osm-12700685930,ALPR camera — Flock Safety,Hennepin County,MN,27053,44.9212156,-93.3304239,probabilistic,,Flock Safety,Vendor-operated (Flock),,,213,,outdoor,12700685930,https://www.openstreetmap.org/node/12700685930,,0,,50,false,false,
alpr-osm-12719742427,ALPR camera — Eagan,Dakota County,MN,27037,44.8194564,-93.2085976,probabilistic,,Eagan,Other or unclassified,,fixed,110,traffic,traffic,12719742427,https://www.openstreetmap.org/node/12719742427,,0,,50,false,false,
alpr-osm-12719742428,ALPR camera,Hennepin County,MN,27053,44.8837834,-93.2480454,probabilistic,,,Not recorded,,fixed,240,traffic,traffic,12719742428,https://www.openstreetmap.org/node/12719742428,,0,,50,false,false,
alpr-osm-12719742429,ALPR camera — Edina Police Department,Hennepin County,MN,27053,44.8833991,-93.3260877,probabilistic,,Edina Police Department,Police department,Flock Safety,fixed,120,traffic,,12719742429,https://www.openstreetmap.org/node/12719742429,,0,,50,false,false,
alpr-osm-12719742430,ALPR camera — Edina Police Department,Hennepin County,MN,27053,44.9307013,-93.3291969,probabilistic,,Edina Police Department,Police department,,fixed,165,traffic,traffic,12719742430,https://www.openstreetmap.org/node/12719742430,,0,,50,false,false,
alpr-osm-12729940856,ALPR camera,Clay County,MN,27027,46.8890699,-96.7713922,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,public,12729940856,https://www.openstreetmap.org/node/12729940856,,0,,50,false,false,
alpr-osm-12731691865,ALPR camera — Flock Safety,Hennepin County,MN,27053,44.8629476,-93.2781374,probabilistic,,Flock Safety,Vendor-operated (Flock),,,327,traffic,public,12731691865,https://www.openstreetmap.org/node/12731691865,,0,,50,false,false,
alpr-osm-12731694342,ALPR camera — City of Rogers MN,Hennepin County,MN,27053,45.1990884,-93.5502632,probabilistic,,City of Rogers MN,Other or unclassified,Flock Safety,fixed,163,traffic,public,12731694342,https://www.openstreetmap.org/node/12731694342,,0,,50,false,false,
alpr-osm-12731718636,ALPR camera,Hennepin County,MN,27053,45.1998413,-93.549847,probabilistic,,,Not recorded,Flock Safety,,334,traffic,public,12731718636,https://www.openstreetmap.org/node/12731718636,,0,,50,false,false,
alpr-osm-12737523025,ALPR camera,Scott County,MN,27139,44.5518511,-93.5737431,probabilistic,,,Not recorded,Flock Safety,fixed,340,traffic,public,12737523025,https://www.openstreetmap.org/node/12737523025,,0,,50,false,false,
alpr-osm-12737554760,ALPR camera,Le Sueur County,MN,27079,44.5431848,-93.5616056,probabilistic,,,Not recorded,Flock Safety,fixed,155,traffic,public,12737554760,https://www.openstreetmap.org/node/12737554760,cross-alpr-reported-new-prague-police-department-10th-avenue-se-at-main-street-e,1,37,50,false,false,New Prague Police Department
alpr-osm-12737569436,ALPR camera,Scott County,MN,27139,44.5585463,-93.5841667,probabilistic,,,Not recorded,Flock Safety,fixed,330,traffic,public,12737569436,https://www.openstreetmap.org/node/12737569436,,0,,50,false,false,
alpr-osm-12750321224,ALPR camera,Hennepin County,MN,27053,45.1993897,-93.5541858,probabilistic,,,Not recorded,Flock Safety,fixed,65,traffic,public,12750321224,https://www.openstreetmap.org/node/12750321224,,0,,50,false,false,
alpr-osm-12780169418,ALPR camera — Flock Safety,Hennepin County,MN,27053,44.9706488,-93.5299706,probabilistic,,Flock Safety,Vendor-operated (Flock),,,86,traffic,public,12780169418,https://www.openstreetmap.org/node/12780169418,,0,,50,false,false,
alpr-osm-12781090181,ALPR camera,Hennepin County,MN,27053,44.9365172,-93.6428849,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12781090181,https://www.openstreetmap.org/node/12781090181,,0,,50,false,false,
alpr-osm-12781277922,ALPR camera,Hennepin County,MN,27053,45.0086132,-93.5325648,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12781277922,https://www.openstreetmap.org/node/12781277922,cross-alpr-reported-medina-police-department-northridge-drive-and-hunter-drive,1,5,50,false,false,Medina Police Department
alpr-osm-12781277923,ALPR camera,Hennepin County,MN,27053,45.0128827,-93.5302234,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12781277923,https://www.openstreetmap.org/node/12781277923,cross-alpr-reported-medina-police-department-northridge-drive-and-county-road-24,1,7,50,false,false,Medina Police Department
alpr-osm-12781289220,ALPR camera,Hennepin County,MN,27053,44.9347198,-93.6072209,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12781289220,https://www.openstreetmap.org/node/12781289220,,0,,50,false,false,
alpr-osm-12781289684,ALPR camera,Hennepin County,MN,27053,44.9849506,-93.5499942,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12781289684,https://www.openstreetmap.org/node/12781289684,,0,,50,false,false,
alpr-osm-12781299885,ALPR camera,Hennepin County,MN,27053,45.0510349,-93.6353731,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12781299885,https://www.openstreetmap.org/node/12781299885,cross-alpr-reported-medina-police-department-county-road-19-and-county-road-11,1,17,50,false,false,Medina Police Department
alpr-osm-12781389513,ALPR camera,Hennepin County,MN,27053,44.9741645,-93.5021236,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12781389513,https://www.openstreetmap.org/node/12781389513,,0,,50,false,false,
alpr-osm-12781389514,ALPR camera,Hennepin County,MN,27053,44.9713532,-93.4939322,probabilistic,,,Not recorded,Flock Safety,fixed,274,traffic,outdoor,12781389514,https://www.openstreetmap.org/node/12781389514,cross-alpr-reported-wayzata-police-department-wayzata-boulevard-west-at-gleason-lake-road-eastbound,1,31,50,false,false,Wayzata Police Department
alpr-osm-12781997601,ALPR camera,Hennepin County,MN,27053,44.9692361,-93.5116322,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12781997601,https://www.openstreetmap.org/node/12781997601,cross-alpr-reported-wayzata-police-department-lake-street-east-at-broadway-avenue-westbound,1,4,50,false,false,Wayzata Police Department
alpr-osm-12781997602,ALPR camera,Hennepin County,MN,27053,44.9704712,-93.5188102,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,public,12781997602,https://www.openstreetmap.org/node/12781997602,,0,,50,false,false,
alpr-osm-12782060094,ALPR camera,Hennepin County,MN,27053,44.9780657,-93.540819,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12782060094,https://www.openstreetmap.org/node/12782060094,,0,,50,false,false,
alpr-osm-12782066111,ALPR camera,Hennepin County,MN,27053,44.9715232,-93.4904176,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12782066111,https://www.openstreetmap.org/node/12782066111,,0,,50,false,false,
alpr-osm-12782077977,ALPR camera,Hennepin County,MN,27053,44.9623407,-93.4969382,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12782077977,https://www.openstreetmap.org/node/12782077977,,0,,50,false,false,
alpr-osm-12782084758,ALPR camera,Hennepin County,MN,27053,45.0158614,-93.4407462,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12782084758,https://www.openstreetmap.org/node/12782084758,,0,,50,false,false,
alpr-osm-12782087668,ALPR camera,Hennepin County,MN,27053,44.9702085,-93.5172926,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12782087668,https://www.openstreetmap.org/node/12782087668,cross-alpr-reported-wayzata-police-department-grove-lane-at-lake-street-east-southbound,1,19,50,false,false,Wayzata Police Department
alpr-osm-12782242953,ALPR camera,Hennepin County,MN,27053,45.0625767,-93.4393256,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12782242953,https://www.openstreetmap.org/node/12782242953,,0,,50,false,false,
alpr-osm-12782272362,ALPR camera,Hennepin County,MN,27053,45.0577014,-93.3963587,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12782272362,https://www.openstreetmap.org/node/12782272362,,0,,50,false,false,
alpr-osm-12785052329,ALPR camera,Hennepin County,MN,27053,45.0291916,-93.4543895,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,,12785052329,https://www.openstreetmap.org/node/12785052329,,0,,50,false,false,
alpr-osm-12785052401,ALPR camera,Hennepin County,MN,27053,45.0191855,-93.4816406,probabilistic,,,Not recorded,Flock Safety,fixed,355,traffic,public,12785052401,https://www.openstreetmap.org/node/12785052401,,0,,50,false,false,
alpr-osm-12785202257,ALPR camera — Flock Safety,Anoka County,MN,27003,45.2505045,-93.5093457,probabilistic,,Flock Safety,Vendor-operated (Flock),,,24,traffic,public,12785202257,https://www.openstreetmap.org/node/12785202257,,0,,50,false,false,
alpr-osm-12788439758,ALPR camera,Hennepin County,MN,27053,45.0163815,-93.4821756,probabilistic,,,Not recorded,Flock Safety,fixed,,traffic,outdoor,12788439758,https://www.openstreetmap.org/node/12788439758,,0,,50,false,false,
alpr-osm-12788631480,ALPR camera,Hennepin County,MN,27053,45.0640242,-93.4819223,probabilistic,,,Not recorded,Flock Safety,fixed,156,traffic,outdoor,12788631480,https://www.openstreetmap.org/node/12788631480,,0,,50,false,false,
alpr-osm-12796136244,ALPR camera — Edina Police Department,Hennepin County,MN,27053,44.8870411,-93.3189673,probabilistic,,Edina Police Department,Police department,Flock Safety,fixed,215,traffic,public,12796136244,https://www.openstreetmap.org/node/12796136244,,0,,50,false,false,
alpr-osm-12796151047,ALPR camera — Hopkins Police Department,Hennepin County,MN,27053,44.9208422,-93.4217949,probabilistic,,Hopkins Police Department,Police department,Motorola Solutions,fixed,270,traffic,public,12796151047,https://www.openstreetmap.org/node/12796151047,,0,,50,false,false,
alpr-osm-12796156082,ALPR camera — Edina Police Department,Hennepin County,MN,27053,44.920356,-93.3859635,probabilistic,,Edina Police Department,Police department,Flock Safety,fixed,0,traffic,public,12796156082,https://www.openstreetmap.org/node/12796156082,,0,,50,false,false,
alpr-osm-12796161907,ALPR camera — Hopkins Police Department,Hennepin County,MN,27053,44.920948,-93.4220762,probabilistic,,Hopkins Police Department,Police department,Motorola Solutions,fixed,90,traffic,public,12796161907,https://www.openstreetmap.org/node/12796161907,,0,,50,false,false,
alpr-osm-12801343662,ALPR camera,Hennepin County,MN,27053,45.0444623,-93.5257351,probabilistic,,,Not recorded,,fixed,,,outdoor,12801343662,https://www.openstreetmap.org/node/12801343662,,0,,50,false,false,
alpr-osm-12801353799,ALPR camera,Hennepin County,MN,27053,44.9791103,-93.5019789,probabilistic,,,Not recorded,,fixed,,,outdoor,12801353799,https://www.openstreetmap.org/node/12801353799,,0,,50,false,false,
alpr-osm-12801399983,ALPR camera,Hennepin County,MN,27053,45.0659383,-93.6354072,probabilistic,,,Not recorded,,fixed,,,outdoor,12801399983,https://www.openstreetmap.org/node/12801399983,,0,,50,false,false,
alpr-osm-12804186579,ALPR camera — Minnetonka Police Department,Hennepin County,MN,27053,44.9134663,-93.5034991,probabilistic,,Minnetonka Police Department,Police department,Motorola Solutions,fixed,50,traffic,public,12804186579,https://www.openstreetmap.org/node/12804186579,cross-alpr-reported-minnetonka-police-department-highway-7-and-county-road-101,1,37,50,false,false,Minnetonka Police Department
alpr-osm-12804187432,ALPR camera — Minnetonka Police Department,Hennepin County,MN,27053,44.9156025,-93.4475884,probabilistic,,Minnetonka Police Department,Police department,Motorola Solutions,fixed,0,traffic,public,12804187432,https://www.openstreetmap.org/node/12804187432,,0,,50,false,false,
alpr-osm-12804187433,ALPR camera — Minnetonka Police Department,Hennepin County,MN,27053,44.915765,-93.4477389,probabilistic,,Minnetonka Police Department,Police department,Motorola Solutions,fixed,55,traffic,public,12804187433,https://www.openstreetmap.org/node/12804187433,,0,,50,false,false,
alpr-osm-12804187434,ALPR camera — Minnetonka Police Department,Hennepin County,MN,27053,44.9160642,-93.4475484,probabilistic,,Minnetonka Police Department,Police department,Motorola Solutions,fixed,180,traffic,public,12804187434,https://www.openstreetmap.org/node/12804187434,,0,,50,false,false,
alpr-osm-12804187435,ALPR camera — Minnetonka Police Department,Hennepin County,MN,27053,44.915954,-93.4473283,probabilistic,,Minnetonka Police Department,Police department,Motorola Solutions,fixed,225,traffic,public,12804187435,https://www.openstreetmap.org/node/12804187435,,0,,50,false,false,
alpr-osm-12804191829,ALPR camera — Minnetonka Police Department,Hennepin County,MN,27053,44.9155444,-93.4477002,probabilistic,,Minnetonka Police Department,Police department,Motorola Solutions,fixed,20,traffic,public,12804191829,https://www.openstreetmap.org/node/12804191829,,0,,50,false,false,
alpr-osm-12817842887,ALPR camera,Ramsey County,MN,27123,44.9559822,-93.1058236,probabilistic,,,Not recorded,Flock Safety,fixed,0,traffic,public,12817842887,https://www.openstreetmap.org/node/12817842887,,0,,50,false,false,
alpr-osm-12817842888,ALPR camera,Ramsey County,MN,27123,44.9556253,-93.1061131,probabilistic,,,Not recorded,Flock Safety,fixed,180,traffic,public,12817842888,https://www.openstreetmap.org/node/12817842888,,0,,50,false,false,
alpr-osm-12817842889,ALPR camera,Ramsey County,MN,27123,44.9559475,-93.1062125,probabilistic,,,Not recorded,Flock Safety,fixed,270,traffic,public,12817842889,https://www.openstreetmap.org/node/12817842889,,0,,50,false,false,
