id,name,county,state,countyFips,lat,lng,confidence,sourceDate,agencyName,reportedLocation,jurisdictionId,locatedBy,ambiguousJunction,statute,sourceUrl,crossSourceSiteId,crossSourceCount,crossSourceMeters,crossSourceThresholdM,crossSourceContested,crossSourceAnchorAmbiguous,crossSourceNearMiss,crossSourceNearMissMeters,crossSourceNearMissSiteId
alpr-reported-prior-lake-police-department-mckenna-road-at-140th-street-northwest,Reported ALPR — McKenna Road at 140th Street Northwest,Scott County,MN,27139,44.74685313333333,-93.45027606666667,confirmed,,Prior Lake Police Department,McKenna Road at 140th Street Northwest,agency-jurisdiction-prior-lake-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-prior-lake-police-department-mckenna-road-at-140th-street-northwest,1,41,50,false,false,false,,
alpr-reported-prior-lake-police-department-bobcat-trail-northwest-at-154th-street,Reported ALPR — Bobcat Trail Northwest at 154th Street,Scott County,MN,27139,44.7249121,-93.45897819999999,confirmed,,Prior Lake Police Department,Bobcat Trail Northwest at 154th Street,agency-jurisdiction-prior-lake-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-prior-lake-police-department-bobcat-trail-northwest-at-154th-street,1,28,50,false,false,false,,
alpr-reported-prior-lake-police-department-majestic-lane-northwest-at-154th-street,Reported ALPR — Majestic Lane Northwest at 154th Street,Scott County,MN,27139,44.7247098,-93.4423364,confirmed,,Prior Lake Police Department,Majestic Lane Northwest at 154th Street,agency-jurisdiction-prior-lake-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-ramsey-county-sheriff-s-office-spring-farm-road-and-centerville-road-in-north-oaks,Reported ALPR — Spring Farm Road and Centerville Road in North Oaks,Ramsey County,MN,27123,45.1045838,-93.056349,confirmed,,Ramsey County Sheriff's Office,Spring Farm Road and Centerville Road in North Oaks,agency-jurisdiction-ramsey-county-sheriff,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-ramsey-county-sheriff-s-office-spring-farm-road-and-centerville-road-in-north-oaks,1,30,50,false,false,false,,
alpr-reported-ramsey-county-sheriff-s-office-phoebe-lane-and-wilkinson-lake-boulevard-in-north-oaks,Reported ALPR — Phoebe Lane and Wilkinson Lake Boulevard in North Oaks,Ramsey County,MN,27123,45.120632549999996,-93.05968039999999,confirmed,,Ramsey County Sheriff's Office,Phoebe Lane and Wilkinson Lake Boulevard in North Oaks,agency-jurisdiction-ramsey-county-sheriff,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-ramsey-county-sheriff-s-office-phoebe-lane-and-wilkinson-lake-boulevard-in-north-oaks,1,17,50,false,false,false,,
alpr-reported-ramsey-county-sheriff-s-office-kestrel-court-and-wilkinson-lake-boulevard-in-north-oaks,Reported ALPR — Kestrel Court and Wilkinson Lake Boulevard in North Oaks,Ramsey County,MN,27123,45.1194604,-93.058607,confirmed,,Ramsey County Sheriff's Office,Kestrel Court and Wilkinson Lake Boulevard in North Oaks,agency-jurisdiction-ramsey-county-sheriff,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-ramsey-county-sheriff-s-office-kestrel-court-and-wilkinson-lake-boulevard-in-north-oaks,1,10,50,false,false,false,,
alpr-reported-ramsey-county-sheriff-s-office-osprey-court-and-wilkinson-lake-boulevard-in-north-oaks,Reported ALPR — Osprey Court and Wilkinson Lake Boulevard in North Oaks,Ramsey County,MN,27123,45.119066700000005,-93.0575847,confirmed,,Ramsey County Sheriff's Office,Osprey Court and Wilkinson Lake Boulevard in North Oaks,agency-jurisdiction-ramsey-county-sheriff,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-ramsey-county-sheriff-s-office-osprey-court-and-wilkinson-lake-boulevard-in-north-oaks,1,21,50,false,false,false,,
alpr-reported-ramsey-county-sheriff-s-office-minnesota-highway-61-and-fanum-road-northbound-in-vadnais-heights,Reported ALPR — Minnesota Highway 61 and Fanum Road northbound in Vadnais Heights,Ramsey County,MN,27123,45.0386448,-93.040553,confirmed,,Ramsey County Sheriff's Office,Minnesota Highway 61 and Fanum Road northbound in Vadnais Heights,agency-jurisdiction-ramsey-county-sheriff,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-ramsey-police-department-ramsey-boulevard-nw-and-sunwood-drive-nw,Reported ALPR — Ramsey Boulevard NW and Sunwood Drive NW,Anoka County,MN,27003,45.2323753,-93.44976530000001,confirmed,,Ramsey Police Department,Ramsey Boulevard NW and Sunwood Drive NW,agency-jurisdiction-ramsey-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-ramsey-police-department-ramsey-boulevard-nw-and-sunwood-drive-nw,1,47,50,false,false,false,,
alpr-reported-red-wing-police-department-plum-street-at-7th-street,Reported ALPR — Plum Street at 7th Street,Goodhue County,MN,27049,44.563207,-92.5287218,confirmed,,Red Wing Police Department,Plum Street at 7th Street,,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-red-wing-police-department-plum-street-at-7th-street,1,26,50,false,false,false,,
alpr-reported-red-wing-police-department-bench-street-at-featherstone-road,Reported ALPR — Bench Street at Featherstone Road,Goodhue County,MN,27049,44.551351399999994,-92.5681199,confirmed,,Red Wing Police Department,Bench Street at Featherstone Road,,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-red-wing-police-department-bench-street-at-featherstone-road,1,21,50,false,false,false,,
alpr-reported-red-wing-police-department-tyler-road-south-at-lawrence-street,Reported ALPR — Tyler Road South at Lawrence Street,Goodhue County,MN,27049,44.56608753333334,-92.58531813333333,confirmed,,Red Wing Police Department,Tyler Road South at Lawrence Street,,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-red-wing-police-department-tyler-road-south-at-lawrence-street,1,45,50,false,false,false,,
alpr-reported-renville-county-sheriff-s-office-west-lincoln-avenue-at-26th-street-in-olivia,Reported ALPR — West Lincoln Avenue at 26th Street in Olivia,Renville County,MN,27129,44.7780978,-95.0240409,confirmed,,Renville County Sheriff's Office,West Lincoln Avenue at 26th Street in Olivia,,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-richfield-police-department-lyndale-avenue-south-and-west-63rd-street,Reported ALPR — Lyndale Avenue South and West 63rd Street,Hennepin County,MN,27053,44.8887984,-93.2883672,confirmed,,Richfield Police Department,Lyndale Avenue South and West 63rd Street,agency-jurisdiction-richfield-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-richfield-police-department-lyndale-avenue-south-and-west-77th-street,Reported ALPR — Lyndale Avenue South and West 77th Street,Hennepin County,MN,27053,44.863767325,-93.28836592500001,confirmed,,Richfield Police Department,Lyndale Avenue South and West 77th Street,agency-jurisdiction-richfield-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-richfield-police-department-east-77th-street-and-richfield-parkway,Reported ALPR — East 77th Street and Richfield Parkway,Hennepin County,MN,27053,44.863873375,-93.249148125,confirmed,,Richfield Police Department,East 77th Street and Richfield Parkway,agency-jurisdiction-richfield-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-richfield-police-department-east-77th-street-and-richfield-parkway,1,35,50,false,false,false,,
alpr-reported-richfield-police-department-east-66th-street-and-richfield-parkway,Reported ALPR — East 66th Street and Richfield Parkway,Hennepin County,MN,27053,44.8834731,-93.2491675,confirmed,,Richfield Police Department,East 66th Street and Richfield Parkway,agency-jurisdiction-richfield-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-richfield-police-department-penn-avenue-south-and-west-63rd-street,Reported ALPR — Penn Avenue South and West 63rd Street,Hennepin County,MN,27053,44.8889403,-93.3086679,confirmed,,Richfield Police Department,Penn Avenue South and West 63rd Street,agency-jurisdiction-richfield-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-richfield-police-department-penn-avenue-south-and-west-63rd-street,1,50,50,false,false,false,,
alpr-reported-rochester-police-department-41st-street-at-east-frontage-road-northwest,Reported ALPR — 41st Street at East Frontage Road Northwest,Olmsted County,MN,27109,44.0653197,-92.4973449,confirmed,,Rochester Police Department,41st Street at East Frontage Road Northwest,,osm-intersection,true,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-rochester-police-department-41st-street-at-18th-avenue-northwest,Reported ALPR — 41st Street at 18th Avenue Northwest,Olmsted County,MN,27109,44.0652702,-92.4889296,confirmed,,Rochester Police Department,41st Street at 18th Avenue Northwest,,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-rochester-police-department-41st-street-at-18th-avenue-northwest,1,35,50,false,false,false,,
alpr-reported-rogers-police-department-main-street-and-john-deere-lane-southbound,Reported ALPR — Main Street and John Deere Lane southbound,Hennepin County,MN,27053,45.1900634,-93.5526128,confirmed,,Rogers Police Department,Main Street and John Deere Lane southbound,agency-jurisdiction-rogers-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-rogers-police-department-main-street-and-john-deere-lane-southbound,1,26,50,false,false,false,,
alpr-reported-rogers-police-department-141st-avenue-and-rogers-drive-eastbound,Reported ALPR — 141st Avenue and Rogers Drive eastbound,Hennepin County,MN,27053,45.210268600000006,-93.550004,confirmed,,Rogers Police Department,141st Avenue and Rogers Drive eastbound,agency-jurisdiction-rogers-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-rogers-police-department-141st-avenue-north-and-northdale-boulevard-eastbound,Reported ALPR — 141st Avenue North and Northdale Boulevard eastbound,Hennepin County,MN,27053,45.2103785,-93.55575876666667,confirmed,,Rogers Police Department,141st Avenue North and Northdale Boulevard eastbound,agency-jurisdiction-rogers-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-rogers-police-department-main-street-and-industrial-boulevard-southbound,Reported ALPR — Main Street and Industrial Boulevard southbound,Hennepin County,MN,27053,45.192290150000005,-93.55272855000001,confirmed,,Rogers Police Department,Main Street and Industrial Boulevard southbound,agency-jurisdiction-rogers-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-roseville-police-department-prior-avenue-and-oakcrest-avenue,Reported ALPR — Prior Avenue and Oakcrest Avenue,Ramsey County,MN,27123,45.017875,-93.182175,confirmed,,Roseville Police Department,Prior Avenue and Oakcrest Avenue,agency-jurisdiction-roseville-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-roseville-police-department-prior-avenue-and-oakcrest-avenue,1,27,50,false,false,false,,
alpr-reported-shakopee-police-department-zumbro-avenue-at-highview-terrace,Reported ALPR — Zumbro Avenue at Highview Terrace,Scott County,MN,27139,44.75982555,-93.5511066,confirmed,,Shakopee Police Department,Zumbro Avenue at Highview Terrace,agency-jurisdiction-shakopee-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-shakopee-police-department-zumbro-avenue-at-highview-terrace,1,17,50,false,false,false,,
alpr-reported-sherburne-county-sheriff-s-office-state-highway-24-at-river-road-southeast-in-clear-lake,Reported ALPR — State Highway 24 at River Road Southeast in Clear Lake,Sherburne County,MN,27141,45.4255743,-94.0278415,confirmed,,Sherburne County Sheriff's Office,State Highway 24 at River Road Southeast in Clear Lake,agency-jurisdiction-sherburne-county-sheriff,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-sherburne-county-sheriff-s-office-county-road-8-at-29th-street-se-in-st-cloud,Reported ALPR — County Road 8 at 29th Street SE in St. Cloud,Sherburne County,MN,27141,45.527376,-94.133746,confirmed,,Sherburne County Sheriff's Office,County Road 8 at 29th Street SE in St. Cloud,agency-jurisdiction-sherburne-county-sheriff,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-sherburne-county-sheriff-s-office-state-highway-25-at-county-road-14-in-big-lake,Reported ALPR — State Highway 25 at County Road 14 in Big Lake,Sherburne County,MN,27141,45.3103494,-93.7888456,confirmed,,Sherburne County Sheriff's Office,State Highway 25 at County Road 14 in Big Lake,agency-jurisdiction-sherburne-county-sheriff,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-south-st-paul-police-department-butler-avenue-and-wilde-avenue,Reported ALPR — Butler Avenue and Wilde Avenue,Dakota County,MN,27037,44.9123427,-93.062316,confirmed,,South St. Paul Police Department,Butler Avenue and Wilde Avenue,agency-jurisdiction-south-saint-paul-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-south-st-paul-police-department-butler-avenue-and-wilde-avenue,1,35,50,false,false,false,,
alpr-reported-south-st-paul-police-department-thompson-avenue-and-levander-way,Reported ALPR — Thompson Avenue and Levander Way,Dakota County,MN,27037,44.9015425,-93.0627865,confirmed,,South St. Paul Police Department,Thompson Avenue and Levander Way,agency-jurisdiction-south-saint-paul-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-south-st-paul-police-department-thompson-avenue-and-levander-way,1,17,50,false,false,false,,
alpr-reported-south-st-paul-police-department-wentworth-avenue-and-jewell-lane,Reported ALPR — Wentworth Avenue and Jewell Lane,Dakota County,MN,27037,44.8979553,-93.062062,confirmed,,South St. Paul Police Department,Wentworth Avenue and Jewell Lane,agency-jurisdiction-south-saint-paul-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-south-st-paul-police-department-concord-street-north-and-homer-street,Reported ALPR — Concord Street North and Homer Street,Dakota County,MN,27037,44.91914,-93.0592224,confirmed,,South St. Paul Police Department,Concord Street North and Homer Street,agency-jurisdiction-south-saint-paul-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-stillwater-police-department-olive-street-at-william-street-westbound,Reported ALPR — Olive Street at William Street westbound,Washington County,MN,27163,45.053292,-92.817952,confirmed,,Stillwater Police Department,Olive Street at William Street westbound,agency-jurisdiction-stillwater-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-stillwater-police-department-olive-street-at-william-street-westbound,1,13,50,false,false,false,,
alpr-reported-stillwater-police-department-75th-street-north-at-maryknoll-drive-north-westbound,Reported ALPR — 75th Street North at Maryknoll Drive North westbound,Washington County,MN,27163,45.0579135,-92.8390717,confirmed,,Stillwater Police Department,75th Street North at Maryknoll Drive North westbound,agency-jurisdiction-stillwater-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-stillwater-police-department-75th-street-north-at-maryknoll-drive-north-westbound,1,19,50,false,false,false,,
alpr-reported-stillwater-police-department-myrtle-street-west-at-william-street-eastbound,Reported ALPR — Myrtle Street West at William Street eastbound,Washington County,MN,27163,45.0548586,-92.8179605,confirmed,,Stillwater Police Department,Myrtle Street West at William Street eastbound,agency-jurisdiction-stillwater-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-stillwater-police-department-myrtle-street-west-at-william-street-eastbound,1,18,50,false,false,false,,
alpr-reported-stillwater-police-department-stillwater-boulevard-at-curve-crest-boulevard,Reported ALPR — Stillwater Boulevard at Curve Crest Boulevard,Washington County,MN,27163,45.0398435,-92.8428965,confirmed,,Stillwater Police Department,Stillwater Boulevard at Curve Crest Boulevard,agency-jurisdiction-stillwater-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-stillwater-police-department-stillwater-boulevard-at-curve-crest-boulevard,1,32,50,false,false,false,,
alpr-reported-stillwater-police-department-osgood-avenue-north-at-62nd-street-northbound,Reported ALPR — Osgood Avenue North at 62nd Street northbound,Washington County,MN,27163,45.0391803,-92.8075828,confirmed,,Stillwater Police Department,Osgood Avenue North at 62nd Street northbound,agency-jurisdiction-stillwater-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-stillwater-police-department-osgood-avenue-north-at-62nd-street-northbound,2,25,50,false,false,false,,
alpr-reported-stillwater-police-department-osgood-avenue-north-at-62nd-street-southbound,Reported ALPR — Osgood Avenue North at 62nd Street southbound,Washington County,MN,27163,45.0391803,-92.8075828,confirmed,,Stillwater Police Department,Osgood Avenue North at 62nd Street southbound,agency-jurisdiction-stillwater-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,true,25,cross-alpr-reported-stillwater-police-department-osgood-avenue-north-at-62nd-street-northbound
alpr-reported-stillwater-police-department-washington-avenue-at-frontage-road-northbound,Reported ALPR — Washington Avenue at Frontage Road northbound,Washington County,MN,27163,45.03672965,-92.83288214999999,confirmed,,Stillwater Police Department,Washington Avenue at Frontage Road northbound,agency-jurisdiction-stillwater-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-st-cloud-police-department-fifth-avenue-south-and-first-street-south,Reported ALPR — Fifth Avenue South and First Street South,Stearns County,MN,27145,45.5602057,-94.1573268,confirmed,,St. Cloud Police Department,Fifth Avenue South and First Street South,,osm-intersection,true,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-st-cloud-police-department-fifth-avenue-south-and-first-street-south,1,14,50,false,true,false,,
alpr-reported-st-cloud-police-department-2nd-street-south-at-3rd-avenue-south,Reported ALPR — 2nd Street South at 3rd Avenue South,Stearns County,MN,27145,45.5885219,-94.1622286,confirmed,,St. Cloud Police Department,2nd Street South at 3rd Avenue South,,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-st-cloud-police-department-university-drive-south-at-1st-avenue-south,Reported ALPR — University Drive South at 1st Avenue South,Stearns County,MN,27145,45.54941553333333,-94.14898346666666,confirmed,,St. Cloud Police Department,University Drive South at 1st Avenue South,,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-st-cloud-police-department-university-drive-south-at-1st-avenue-south,1,25,50,false,false,false,,
alpr-reported-st-louis-county-sheriff-s-office-lavaque-road-southbound-at-martin-road,Reported ALPR — Lavaque Road southbound at Martin Road,St. Louis County,MN,27137,46.8654926,-92.2171551,confirmed,,St. Louis County Sheriff's Office,Lavaque Road southbound at Martin Road,,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-st-louis-county-sheriff-s-office-rice-lake-road-northbound-at-martin-road,Reported ALPR — Rice Lake Road northbound at Martin Road,St. Louis County,MN,27137,46.8655712,-92.1530597,confirmed,,St. Louis County Sheriff's Office,Rice Lake Road northbound at Martin Road,,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-st-louis-park-police-department-louisiana-avenue-at-wayzata-boulevard,Reported ALPR — Louisiana Avenue at Wayzata Boulevard,Hennepin County,MN,27053,44.970199699999995,-93.3706967,confirmed,,St. Louis Park Police Department,Louisiana Avenue at Wayzata Boulevard,agency-jurisdiction-saint-louis-park-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-st-louis-park-police-department-16th-street-west-at-park-place-boulevard-2,Reported ALPR — 16th Street West at Park Place Boulevard (2),Hennepin County,MN,27053,44.967631325,-93.349401175,confirmed,,St. Louis Park Police Department,16th Street West at Park Place Boulevard (2),agency-jurisdiction-saint-louis-park-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-st-louis-park-police-department-16th-street-west-at-park-place-boulevard-2,2,29,50,false,false,false,,
alpr-reported-st-louis-park-police-department-parkdale-drive-at-park-place-boulevard,Reported ALPR — Parkdale Drive at Park Place Boulevard,Hennepin County,MN,27053,44.96321225,-93.3492865,confirmed,,St. Louis Park Police Department,Parkdale Drive at Park Place Boulevard,agency-jurisdiction-saint-louis-park-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-st-louis-park-police-department-excelsior-boulevard-at-france-avenue-south,Reported ALPR — Excelsior Boulevard at France Avenue South,Hennepin County,MN,27053,44.940552350000004,-93.3290487,confirmed,,St. Louis Park Police Department,Excelsior Boulevard at France Avenue South,agency-jurisdiction-saint-louis-park-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-st-louis-park-police-department-state-highway-7-at-lynn-avenue-south,Reported ALPR — State Highway 7 at Lynn Avenue South,Hennepin County,MN,27053,44.946838,-93.336121,confirmed,,St. Louis Park Police Department,State Highway 7 at Lynn Avenue South,agency-jurisdiction-saint-louis-park-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-st-louis-park-police-department-state-highway-7-at-lynn-avenue-south,1,16,50,false,false,false,,
alpr-reported-st-paul-police-department-7th-street-east-at-north-cypress-street,Reported ALPR — 7th Street East at North Cypress Street,Ramsey County,MN,27123,44.9655573,-93.0584267,confirmed,,St. Paul Police Department,7th Street East at North Cypress Street,agency-jurisdiction-saint-paul-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-wayzata-police-department-wayzata-boulevard-at-gleason-lake-road-westbound,"Reported ALPR — Wayzata Boulevard at Gleason Lake Road, westbound",Hennepin County,MN,27053,44.9721657,-93.4908287,confirmed,,Wayzata Police Department,"Wayzata Boulevard at Gleason Lake Road, westbound",agency-jurisdiction-wayzata-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-wayzata-police-department-lake-street-east-at-edgewood-court-eastbound,"Reported ALPR — Lake Street East at Edgewood Court, eastbound",Hennepin County,MN,27053,44.9705259,-93.5203719,confirmed,,Wayzata Police Department,"Lake Street East at Edgewood Court, eastbound",agency-jurisdiction-wayzata-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-wayzata-police-department-shoreline-drive-at-peavey-road-eastbound,"Reported ALPR — Shoreline Drive at Peavey Road, eastbound",Hennepin County,MN,27053,44.9702542,-93.528245,confirmed,,Wayzata Police Department,"Shoreline Drive at Peavey Road, eastbound",agency-jurisdiction-wayzata-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
alpr-reported-wayzata-police-department-wayzata-boulevard-west-at-gleason-lake-road-eastbound,"Reported ALPR — Wayzata Boulevard West at Gleason Lake Road, eastbound",Hennepin County,MN,27053,44.97126865,-93.493552,confirmed,,Wayzata Police Department,"Wayzata Boulevard West at Gleason Lake Road, eastbound",agency-jurisdiction-wayzata-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,cross-alpr-reported-wayzata-police-department-wayzata-boulevard-west-at-gleason-lake-road-eastbound,1,31,50,false,false,false,,
alpr-reported-wayzata-police-department-bushaway-road-at-mcginty-road-west-northbound,"Reported ALPR — Bushaway Road at McGinty Road West, northbound",Hennepin County,MN,27053,44.96428,-93.4964443,confirmed,,Wayzata Police Department,"Bushaway Road at McGinty Road West, northbound",agency-jurisdiction-wayzata-police,osm-intersection,false,"Minn. Stat. § 13.824, subd. 8",https://dps.mn.gov/divisions/bca/data-and-reports/agencies-use-lprs-lpr,,0,,50,false,false,false,,
